Rank, name, IMDb Rating, link, image, plot, genres, runtime, certificate, titleType, keywords, countriesOfOrigin, meterRanking, meterRankChange, directors, writers, stars, topCast, budget, openingWeekendGross, lifetimeGross, worldwideGross, filmingLocations, spokenLanguages, soundMix, aspectRatio, color, awardWins, awardNominations, isSeries, isEpisode, isAdult
"166", "The Great Escape", "8.2", "https://www.imdb.com/title/tt0057115/", "https://m.media-amazon.com/images/M/MV5BMDRhNmJjMzEtMWU5MC00YmEyLTg3ZmYtNzYxZTI1ZGU4ZjI1XkEyXkFqcGc@._V1_.jpg", "Allied officers in a German POW camp during World War II make a daring plan for a mass escape.", "Adventure, Drama, Thriller", "172", "Approved", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"167", "Monty Python and the Holy Grail", "8.1", "https://www.imdb.com/title/tt0071853/", "https://m.media-amazon.com/images/M/MV5BYWY4YmUzZmUtMzQ0ZS00N2Y2LWJlODQtN2IwMDc1MWQwMmU3XkEyXkFqcGc@._V1_.jpg", "King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.", "Adventure, Comedy, Fantasy", "91", "PG", "Movie", "holy grail, killer rabbit, monty python, knight, camelot", "GB", "1333", "DOWN 72", "", "Graham Chapman, John Cleese, Eric Idle", "Graham Chapman, John Cleese, Eric Idle", "Graham Chapman, John Cleese, Eric Idle, Terry Gilliam", "GBP 229,575", "USD 45,487", "USD 2,562,392", "USD 2,942,232", "Castle Stalker, Appin, Argyll and Bute, Scotland, UK", "English, French, Latin, Swedish", "Mono", "1.85 : 1", "", "2", "2", "False", "False", "False"
"168", "Dial M for Murder", "8.1", "https://www.imdb.com/title/tt0046912/", "https://m.media-amazon.com/images/M/MV5BZmYzNDgzYjgtNmU3Ny00YzUxLWE3OWUtMjIxZmNkYTVhNDZmXkEyXkFqcGc@._V1_.jpg", "A jealous former tennis player plots the perfect murder of his wealthy wife in their London flat, triggering a tense trap of betrayal and evidence.", "Crime, Drama, Mystery", "105", "PG", "Movie", "blackmail, framed for murder, hidden key, murder, key", "US", "2673", "UP 41", "Alfred Hitchcock", "", "Ray Milland, Grace Kelly, Robert Cummings", "Ray Milland, Grace Kelly, Robert Cummings, John Williams", "USD 1,400,000", "USD 12,562", "USD 24,845", "USD 46,284", "Stage 5, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA", "English", "", "1.66 : 1", "Color", "5", "3", "False", "False", "False"
"169", "El secreto de sus ojos", "8.2", "https://www.imdb.com/title/tt1305806/", "https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg", "A retired court investigator revisits a decades old murder while trying to finish the story that has followed him ever since, forcing old evidence and unfinished feelings back into the light.", "Drama, Mystery, Romance", "129", "R", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"170", "Gone with the Wind", "8.2", "https://www.imdb.com/title/tt0031381/", "https://m.media-amazon.com/images/M/MV5BYmYxZTE3YzMtYmE2Yy00NmFlLTkzYTAtYTAzN2IzNDFkN2E0XkEyXkFqcGc@._V1_.jpg", "A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.", "Drama, Romance, War", "238", "G", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"171", "Lock, Stock and Two Smoking Barrels", "8.1", "https://www.imdb.com/title/tt0120735/", "https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg", "When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.", "Comedy, Crime", "107", "R", "Movie", "gangster, 1990s, gangster comedy, dark comedy, violence", "GB", "534", "UP 177", "Guy Ritchie", "", "Jason Flemyng, Dexter Fletcher, Nick Moran", "Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham", "GBP 960,000", "USD 143,321", "USD 3,753,929", "USD 3,753,929", "St John Street, London, Greater London, England, UK", "English", "Dolby Digital", "1.85 : 1", "Color", "13", "9", "False", "False", "False"
"172", "Chinatown", "8.1", "https://www.imdb.com/title/tt0071315/", "https://m.media-amazon.com/images/M/MV5BNmRmZTE0NmUtZjhiZi00MzQ3LTk3ZjctN2Q3ODYzY2U3MDk3XkEyXkFqcGc@._V1_.jpg", "A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.", "Drama, Mystery, Thriller", "130", "R", "Movie", "neo noir, private detective, incest, femme fatale, water rights", "US", "1128", "DOWN 64", "Roman Polanski", "Robert Towne, Roman Polanski", "Jack Nicholson, Faye Dunaway, John Huston", "Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez", "USD 6,000,000", "", "USD 29,200,000", "USD 29,236,061", "Big Tujunga Wash at Foothill Blvd., Sunland, Los Angeles, California, USA", "English, Cantonese, Spanish", "Mono", "2.35 : 1", "Color", "21", "24", "False", "False", "False"
"173", "Catch Me If You Can", "8.1", "https://www.imdb.com/title/tt0264464/", "https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg", "A runaway teenager lives an exciting life by forging checks and impersonating several professions, but his fraudulent activities soon attract the attention of the FBI.", "Biography, Crime, Drama", "141", "PG-13", "Movie", "impostor, deception, fraud, race against time, false identity", "US", "370", "DOWN 8", "Steven Spielberg", "Frank Abagnale Jr., Stan Redding, Jeff Nathanson", "Leonardo DiCaprio, Tom Hanks, Christopher Walken", "Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen", "USD 52,000,000", "USD 30,053,627", "USD 164,615,351", "USD 352,114,312", "Alcatraz Prison, Alcatraz Island, San Francisco Bay, California, USA", "English, French", "DTS, Dolby Digital, SDDS", "1.85 : 1", "Color", "16", "46", "False", "False", "False"
"174", "V for Vendetta", "8.1", "https://www.imdb.com/title/tt0434409/", "https://m.media-amazon.com/images/M/MV5BZDEwOTRjNjgtOGY0MC00NGYxLWFmYmQtNjc1ZjVhMTc0OWUxXkEyXkFqcGc@._V1_.jpg", "A young woman living in a dystopian society meets a shadowy freedom fighter who is plotting to overthrow their tyrannical government.", "Action, Drama, Sci-Fi", "132", "R", "Movie", "revolution, freedom, masked vigilante, vigilante, dystopia", "US", "887", "DOWN 22", "James McTeigue", "Lilly Wachowski, Lana Wachowski, David Lloyd", "Hugo Weaving, Natalie Portman, Rupert Graves", "Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea", "USD 54,000,000", "USD 25,642,340", "USD 70,511,035", "USD 134,686,457", "Aldwych Underground Railway Station, Surrey Street, Aldwych, Westminster, Greater London, England, UK", "English, French, Latin, Spanish", "DTS, Dolby Digital, SDDS, Dolby Atmos", "2.35 : 1", "Color", "7", "29", "False", "False", "False"
"175", "La meglio gioventù", "8.4", "https://www.imdb.com/title/tt0346336/", "https://m.media-amazon.com/images/M/MV5BYzcxMTE2YjUtMzIyMy00NDNjLWE3ZWYtODQzYmNhNDVhNDZmXkEyXkFqcGc@._V1_.jpg", "An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.", "Drama, Romance", "374", "R", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"176", "Dead Poets Society", "8.1", "https://www.imdb.com/title/tt0097165/", "https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg", "A maverick teacher at a prestigious New England boys&apos; boarding school uses poetry to embolden his pupils to new heights of self-expression.", "Comedy, Drama", "128", "PG", "Movie", "education, free thinking, suicide, puberty, anti conformity", "US", "362", "DOWN 13", "Peter Weir", "", "Robin Williams, Robert Sean Leonard, Ethan Hawke", "Robin Williams, Robert Sean Leonard, Ethan Hawke, Josh Charles", "USD 16,400,000", "USD 340,456", "USD 95,860,116", "USD 235,860,116", "St. Andrew's School - 350 Noxontown Road, Middletown, Delaware, USA", "English, Latin, French", "", "1.85 : 1", "Color", "20", "19", "False", "False", "False"
"177", "Inside Out", "8.1", "https://www.imdb.com/title/tt2096673/", "https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg", "After a young girl is uprooted from her Midwest life and moved to San Francisco, her emotions conflict on how best to navigate her new reality.", "Animation, Adventure, Comedy", "95", "PG", "Movie", "joy, sadness, anger, memory, disgust", "US", "1184", "UP 30", "", "Pete Docter, Ronnie Del Carmen, Meg LeFauve", "Amy Poehler, Bill Hader, Lewis Black", "Amy Poehler, Bill Hader, Lewis Black, Phyllis Smith", "USD 175,000,000", "USD 90,440,272", "USD 356,461,711", "USD 859,076,401", "Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA", "English, Portuguese, Latvian", "Dolby Digital, Datasat, Dolby Atmos, SDDS, Dolby Surround 7.1, Auro 11.1, 12-Track Digital Sound, D-Cinema 48kHz Dolby Surround 7.1, D-Cinema 96kHz 7.1, D-Cinema 96kHz 5.1", "", "Color", "99", "120", "False", "False", "False"
"178", "Trainspotting", "8.1", "https://www.imdb.com/title/tt0117951/", "https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_.jpg", "Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.", "Crime, Drama", "93", "R", "Movie", "filthy toilet, scotland, scottish, dark comedy, voice over narration", "GB", "470", "UP 93", "Danny Boyle", "Irvine Welsh, John Hodge", "Ewan McGregor, Ewen Bremner, Jonny Lee Miller", "Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd", "GBP 1,500,000", "USD 262,673", "USD 16,892,333", "USD 17,713,528", "Corrour Railway Station, Highland, Scotland, UK", "English", "Dolby Digital", "1.85 : 1", "Color", "23", "35", "False", "False", "False"
"179", "Harry Potter and the Deathly Hallows: Part 2", "8.1", "https://www.imdb.com/title/tt1201607/", "https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg", "Harry, Ron and Hermione set out on a quest to eliminate the remaining horcruxes. On the other hand, the students and teachers must unite to defend Hogwarts against Lord Voldemort and his army.", "Adventure, Family, Fantasy", "130", "PG-13", "Movie", "snake, school of magic, evil sorcerer, friendship, based on novel", "GB", "425", "UP 81", "David Yates", "Steve Kloves, J.K. Rowling", "Daniel Radcliffe, Emma Watson, Rupert Grint", "Daniel Radcliffe, Emma Watson, Rupert Grint, Ralph Fiennes", "USD 25,000,000", "USD 169,189,427", "USD 381,884,297", "USD 1,380,707,407", "Freshwater West Beach, Castlemartin, Pembroke, Pembrokeshire, Wales, UK", "English, Latin", "Dolby Digital, Datasat, Dolby Surround 7.1, SDDS, Sonics-DDP", "2.39 : 1", "", "50", "96", "False", "False", "False"
"180", "Three Billboards Outside Ebbing, Missouri", "8.1", "https://www.imdb.com/title/tt5027774/", "https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg", "A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.", "Comedy, Crime, Drama", "115", "R", "Movie", "billboard, death of daughter, ambiguous ending, small town, anger", "GB", "434", "UP 100", "Martin McDonagh", "", "Frances McDormand, Woody Harrelson, Sam Rockwell", "Frances McDormand, Woody Harrelson, Sam Rockwell, Caleb Landry Jones", "USD 15,000,000", "USD 322,168", "USD 54,513,740", "USD 162,729,321", "Black Mountain, North Carolina, USA", "English", "Dolby Digital", "2.35 : 1", "Color", "132", "234", "False", "False", "False"
"181", "The Bridge on the River Kwai", "8.1", "https://www.imdb.com/title/tt0050212/", "https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg", "British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.", "Adventure, Drama, War", "161", "PG", "Movie", "bridge, demolition, imperial japanese army, world war two, river", "GB", "809", "UP 1572", "David Lean", "Pierre Boulle, Carl Foreman, Michael Wilson", "William Holden, Alec Guinness, Jack Hawkins", "William Holden, Alec Guinness, Jack Hawkins, Sessue Hayakawa", "USD 3,000,000", "", "USD 27,200,000", "USD 27,202,719", "Ambepussa, Sri Lanka", "English, Japanese, Thai", "Dolby Atmos", "2.55 : 1", "", "30", "7", "False", "False", "False"
"182", "Rashômon", "8.1", "https://www.imdb.com/title/tt0042876/", "https://m.media-amazon.com/images/M/MV5BMTk1MDU5MjQ5NF5BMl5BanBnXkFtZTgwMDM2OTE4MzE@._V1_.jpg", "Three parties and a witness have four versions of a rape/murder in ninth-century Japan.", "Crime, Drama, Mystery", "88", "Not Rated", "Movie", "unreliable narration, contradictory accounts, multiple perspectives, forest, medium", "JP", "3130", "UP 201", "Akira Kurosawa", "Ryûnosuke Akutagawa, Akira Kurosawa, Shinobu Hashimoto", "Toshirō Mifune, Machiko Kyô, Masayuki Mori", "Toshirō Mifune, Machiko Kyô, Masayuki Mori, Takashi Shimura", "USD 250,000", "USD 15,942", "USD 46,808", "USD 147,443", "Komyoji Temple, Kyoto, Japan", "Japanese", "", "1.37 : 1", "Black and White", "9", "5", "False", "False", "False"
"183", "Barry Lyndon", "8.1", "https://www.imdb.com/title/tt0072684/", "https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg", "An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.", "Adventure, Drama, War", "185", "PG", "Movie", "18th century, social climber, based on novel, rise and fall, dysfunctional marriage", "GB", "1086", "DOWN 26", "Stanley Kubrick", "Stanley Kubrick, William Makepeace Thackeray", "Ryan O'Neal, Marisa Berenson, Patrick Magee", "Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger", "USD 11,000,000", "", "", "USD 597,331", "Carton House, Maynooth, County Kildare, Ireland", "English, German, French", "Mono", "1.66 : 1", "Color", "18", "14", "False", "False", "False"
"184", "The Wild Robot", "8.1", "https://www.imdb.com/title/tt29623480/", "https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_.jpg", "A sentient robot stranded on an uninhabited island raises an orphaned gosling while trying to fit in with the local wildlife.", "Animation, Adventure, Family", "102", "PG", "Movie", "robot, talking robot, robot as protagonist, fox, mother son relationship", "US", "455", "DOWN 144", "Chris Sanders", "Chris Sanders, Peter Brown", "Lupita Nyong'o, Pedro Pascal, Kit Connor", "Lupita Nyong'o, Pedro Pascal, Kit Connor, Bill Nighy", "USD 78,000,000", "USD 35,790,150", "USD 143,901,945", "USD 334,509,500", "", "English, German, French, Spanish, Swahili, Japanese", "Dolby Digital, DTS:X, Dolby Atmos", "2.35 : 1", "", "96", "108", "False", "False", "False"
"185", "Ben-Hur", "8.1", "https://www.imdb.com/title/tt0052618/", "https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg", "A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge.", "Adventure, Drama", "212", "G", "Movie", "leprosy, roman empire, talking to a horse, leper colony, jewish", "US", "1168", "UP 696", "William Wyler", "Lew Wallace, Karl Tunberg, Maxwell Anderson", "Charlton Heston, Jack Hawkins, Stephen Boyd", "Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet", "USD 15,000,000", "USD 241,792", "USD 74,432,704", "USD 74,445,133", "Corner of Via di Salone and Via delle Case Rosse, Salone Caves, Rome, Lazio, Italy", "English", "", "2.75 : 1", "", "29", "13", "False", "False", "False"
"186", "Warrior", "8.1", "https://www.imdb.com/title/tt1291584/", "https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg", "The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.", "Action, Drama, Sport", "140", "PG-13", "Movie", "brother brother relationship, father son relationship, tournament, martial arts tournament, mixed martial arts", "US", "911", "DOWN 159", "Gavin O'Connor", "Gavin O'Connor, Anthony Tambakis, Cliff Dorfman", "Tom Hardy, Nick Nolte, Joel Edgerton", "Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison", "USD 25,000,000", "USD 5,242,107", "USD 13,657,115", "USD 23,308,615", "Meadows Racetrack & Casino - 210 Racetrack Road, Washington, Pennsylvania, USA", "English, Spanish", "Dolby Digital, Datasat, SDDS, Dolby Surround 7.1, Dolby Atmos", "2.35 : 1", "Color", "6", "22", "False", "False", "False"
"187", "Hacksaw Ridge", "8.1", "https://www.imdb.com/title/tt2119532/", "https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg", "World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.", "Biography, Drama, History", "139", "R", "Movie", "world war two, conscientious objector, soldier, medic, 1940s", "US", "426", "DOWN 3", "Mel Gibson", "Robert Schenkkan, Andrew Knight", "Andrew Garfield, Sam Worthington, Luke Bracey", "Andrew Garfield, Sam Worthington, Luke Bracey, Richard Pyros", "USD 40,000,000", "USD 15,190,758", "USD 67,209,615", "USD 180,405,140", "Sydney, New South Wales, Australia", "English, Japanese", "Dolby Atmos, SDDS, Datasat, Auro 11.1, Dolby Surround 7.1", "2.35 : 1", "Color", "57", "115", "False", "False", "False"
"188", "Fargo", "8.1", "https://www.imdb.com/title/tt0116282/", "https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg", "A car salesman&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of a dogged detective.", "Crime, Drama, Thriller", "98", "R", "Movie", "dark comedy, car salesman, botched crime, one word title, police", "GB", "224", "UP 134", "", "Ethan Coen, Joel Coen", "William H. Macy, Frances McDormand, Steve Buscemi", "William H. Macy, Frances McDormand, Steve Buscemi, Peter Stormare", "USD 7,000,000", "USD 730,265", "USD 24,611,975", "USD 60,611,975", "Grafton, North Dakota, USA", "English", "Dolby SR", "1.85 : 1", "Color", "84", "59", "False", "False", "False"
"189", "Mad Max: Fury Road", "8.1", "https://www.imdb.com/title/tt1392190/", "https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg", "In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.", "Action, Adventure, Sci-Fi", "120", "R", "Movie", "post apocalypse, desert, car chase, escape, chase", "AU", "518", "DOWN 20", "George Miller", "George Miller, Brendan McCarthy, Nick Lathouris", "Tom Hardy, Charlize Theron, Nicholas Hoult", "Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne", "USD 150,000,000", "USD 45,428,128", "USD 154,280,290", "USD 380,456,026", "Namib Desert, Namibia", "English, Russian", "Dolby Digital, Datasat, SDDS, Dolby Atmos", "2.39 : 1", "Color", "246", "240", "False", "False", "False"
"190", "Ratatouille", "8.1", "https://www.imdb.com/title/tt0382932/", "https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg", "A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.", "Animation, Adventure, Comedy", "111", "G", "Movie", "chef, rat, soup, animal protagonist, talking rat", "US", "586", "UP 8", "", "Brad Bird, Jan Pinkava, Jim Capobianco", "Brad Garrett, Lou Romano, Patton Oswalt", "Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm", "USD 150,000,000", "USD 47,027,395", "USD 206,445,654", "USD 623,746,563", "Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA", "English, French", "SDDS, Dolby Digital, Dolby Atmos", "2.39 : 1", "Color", "69", "42", "False", "False", "False"
"191", "Million Dollar Baby", "8.1", "https://www.imdb.com/title/tt0405159/", "https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg", "Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.", "Drama, Sport", "132", "PG-13", "Movie", "boxing, women boxing, boxing trainer, strong female character, determination", "US", "711", "UP 292", "Clint Eastwood", "Paul Haggis, F.X. Toole", "Hilary Swank, Clint Eastwood, Morgan Freeman", "Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel", "USD 30,000,000", "USD 179,953", "USD 100,492,203", "USD 216,763,646", "Hollywood Athletic Club - 6525 W. Sunset Blvd., Hollywood, Los Angeles, California, USA", "English, Irish Gaelic, German", "DTS, Dolby Digital, SDDS", "2.39 : 1", "Color", "68", "86", "False", "False", "False"
"192", "Bacheha-ye aseman", "8.2", "https://www.imdb.com/title/tt0118849/", "https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg", "After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair.", "Drama, Family, Sport", "89", "PG", "movie", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
"193", "Tonari no Totoro", "8.1", "https://www.imdb.com/title/tt0096283/", "https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg", "When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.", "Animation, Adventure, Comedy", "86", "G", "Movie", "sister sister relationship, father daughter relationship, sick mother, child protagonist, rural setting", "JP", "1252", "UP 56", "Hayao Miyazaki", "", "Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto", "Hitoshi Takagi, Noriko Hidaka, Chika Sakamoto, Shigesato Itoi", "USD 3,700,000", "USD 539,245", "USD 3,065,902", "USD 32,042,432", "", "Japanese", "Dolby Stereo", "", "Color", "6", "2", "False", "False", "False"
"194", "Gran Torino", "8.1", "https://www.imdb.com/title/tt1205489/", "https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg", "After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.", "Drama", "116", "R", "Movie", "widower, gang, teenager, hmong, war veteran", "US", "1218", "DOWN 228", "Clint Eastwood", "Nick Schenk, Dave Johannson", "Clint Eastwood, Bee Vang, Christopher Carley", "Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her", "USD 33,000,000", "USD 271,720", "USD 148,095,302", "USD 269,958,228", "238 Rhode Island Street Highland Park Michigan, USA", "English, Hmong", "DTS, Dolby Digital, SDDS", "2.39 : 1", "Color", "21", "23", "False", "False", "False"
"195", "Raging Bull", "8.1", "https://www.imdb.com/title/tt0081398/", "https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_.jpg", "The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.", "Biography, Drama, Sport", "129", "R", "Movie", "dysfunctional family, boxing, jealousy, new york city, domestic violence", "US", "1354", "UP 96", "Martin Scorsese", "Jake LaMotta, Joseph Carter, Peter Savage", "Robert De Niro, Cathy Moriarty, Joe Pesci", "Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent", "USD 18,000,000", "USD 128,590", "USD 23,383,987", "USD 23,406,558", "Hell's Kitchen, Manhattan, New York City, New York, USA", "English", "Dolby Stereo", "1.85 : 1", "Black and White, Color", "24", "28", "False", "False", "False"
"196", "12 Years a Slave", "8.1", "https://www.imdb.com/title/tt2024544/", "https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg", "In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.", "Biography, Drama, History", "134", "R", "Movie", "separation from family, racism, rape, slavery, 1840s", "GB", "745", "UP 184", "Steve McQueen", "John Ridley, Solomon Northup", "Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender", "Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Dwight Henry", "USD 20,000,000", "USD 923,715", "USD 56,671,993", "USD 187,734,091", "Madame John's Legacy, the French Quarter, New Orleans, Louisiana, USA", "English", "Dolby Digital, SDDS, Dolby Surround 7.1", "2.35 : 1", "Color", "244", "338", "False", "False", "False"
"197", "How to Train Your Dragon", "8.1", "https://www.imdb.com/title/tt0892769/", "https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg", "A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.", "Animation, Action, Adventure", "98", "PG", "Movie", "dragon, viking, father son relationship, village, training", "US", "1089", "UP 45", "", "William Davies, Dean DeBlois, Chris Sanders", "Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse", "Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson", "USD 165,000,000", "USD 43,732,319", "USD 217,581,231", "USD 494,879,860", "DreamWorks Animation - 1000 Flower Street, Glendale, California, USA", "English", "Dolby Digital, DTS, SDDS", "2.39 : 1", "Color", "25", "63", "False", "False", "False"
"198", "Salinui chueok", "8.1", "https://www.imdb.com/title/tt0353969/", "https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg", "In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.", "Crime, Drama, Mystery", "131", "Not Rated", "Movie", "police, 1980s, anti hero, criminal investigation, neo noir", "KR", "393", "UP 9", "Bong Joon Ho", "Bong Joon Ho, Kwang-rim Kim, Sung-bo Shim", "Song Kang-ho, Kim Sang-kyung, Kim Roe-ha", "Song Kang-ho, Kim Sang-kyung, Kim Roe-ha, Song Jae-ho", "USD 2,800,000", "USD 4,487", "USD 15,357", "USD 1,214,540", "South Korea", "Korean, English", "Dolby Digital", "1.85 : 1", "Color", "34", "13", "False", "False", "False"
